id,username,is active,followers in list,weight
1662961018199330823,DeepFakeAI_,1,4,0.129257174
4508010263,borsaressami,1,4,0.129257174
4794804223,NFTLunatic,1,4,0.129257174
1211632456308125698,polkaguy,1,4,0.129257174
716373733133443074,MattBroniarek,1,4,0.129257174
185600751,ustadsplinter34,1,4,0.129257174
1296619172198264835,InvestingNate,1,4,0.129257174
1769287941556404224,Module8514,1,4,0.129257174
1913484815179153408,Maximize_AI,1,4,0.129257174
1408257733837484034,TCVNcommunity,1,3,0.09694288
148035623,esper1971,1,3,0.09694288
127168036,cihan0xeth,1,3,0.09694288
356999123,LordBadshot,1,3,0.09694288
1387796428257431557,dippy_eth,1,3,0.09694288
1394325543110250499,m2globalmoney,1,3,0.09694288
3254294922,BTCmask_AI,1,3,0.09694288
138182116,trish_regan,1,3,0.09694288
1043413955312533504,BGameAlliance,1,3,0.09694288
1501638114887888897,Suleman72514927,1,3,0.09694288
1425865319717949444,rogermoonCrypto,1,3,0.09694288
1872106241763192832,0xrodrigorom,1,3,0.09694288
927543724632047616,Danny_Crypton,1,3,0.09694288
1324228834107953155,MaxCryptoSpace,1,3,0.09694288
1536241658878390272,minjung315,1,3,0.09694288
864021250590617600,greencandle5,1,2,0.064628587
1644144309627760640,coinagend,1,2,0.064628587
1520074037996789761,CryptoFuegoYT,1,2,0.064628587
1642309929024344064,Crypto_Blueboy,1,2,0.064628587
1415275796730585099,AndreaCapellin4,1,2,0.064628587
1335203970411884546,pedro_silvapt,1,2,0.064628587
749964034909278208,Carloxir,1,2,0.064628587
1816361185488560129,Presto_Research,1,2,0.064628587
2206252293,shafaq39,1,2,0.064628587
1874543704205099008,Agent_T_A_O_S,1,2,0.064628587
2245755716,drocksAlexx2,1,1,0.032314293
1958240244,KakiKripto,1,1,0.032314293
1662291542479081472,plexaibt_,1,1,0.032314293
1655175481279258624,NadinNumberOne_,1,1,0.032314293
943911776625811456,Simulacra333,1,1,0.032314293
1791019966726369280,0xbeinginvested,1,1,0.032314293
1684725442475868161,StudentBodyPres,1,1,0.032314293
1343591510810488833,cryptosplashbro,1,1,0.032314293
1603907982932131840,LarrytheTyrant,1,1,0.032314293
2954962149,djmusicmaxx,1,1,0.032314293
1813376705316438016,zannyABS,1,1,0.032314293
1414284118485917696,Polkadot_ERI,1,1,0.032314293
